date,open,high,low,close,volume
2021-02-08,362.63,363.61,361.67,362.66,40940936
2021-02-09,362.36,363.11,361.64,362.39,41015293
2021-02-10,361.94,362.42,361.49,361.97,41026523
2021-02-11,361.38,361.58,361.21,361.40,32963894
2021-02-12,360.70,360.83,360.58,360.71,34894383
2021-02-15,359.90,360.31,359.50,359.91,36707087
2021-02-16,359.01,359.68,358.34,359.02,38351478
2021-02-17,358.04,358.95,357.14,358.05,39787491
2021-02-18,357.02,358.12,355.91,357.02,40988015
2021-02-19,355.96,357.22,354.71,355.96,41940585
2021-02-22,354.90,356.26,353.54,354.90,42648147
2021-02-23,353.84,355.25,352.43,353.84,43128886
2021-02-24,352.82,354.23,351.42,352.82,43415085
2021-02-25,351.86,353.20,350.51,351.85,33551126
2021-02-26,350.96,352.19,349.73,350.96,33590726
2021-03-01,350.16,351.23,349.09,350.15,34406402
2021-03-02,349.47,350.33,348.60,349.46,36378263
2021-03-03,348.89,349.51,348.26,348.88,38264430
2021-03-04,348.45,348.81,348.07,348.43,40009806
2021-03-05,348.14,348.23,348.04,348.13,41568046
2021-03-08,347.98,348.17,347.77,347.96,42904443
2021-03-09,347.97,348.43,347.49,347.95,43998080
2021-03-10,348.10,348.81,347.37,348.08,44843136
2021-03-11,348.38,349.32,347.42,348.36,35449244
2021-03-12,348.79,349.92,347.65,348.78,35840895
2021-03-15,349.34,350.61,348.05,349.32,36055913
2021-03-16,350.01,351.37,348.63,349.99,36143104
2021-03-17,350.78,352.18,349.36,350.76,36159223
2021-03-18,351.64,353.03,350.24,351.62,37834558
2021-03-19,352.58,353.89,351.25,352.56,39776450
2021-03-22,353.57,354.76,352.36,353.55,41607892
2021-03-23,354.59,355.61,353.56,354.58,43277187
2021-03-24,355.63,356.44,354.81,355.62,44742723
2021-03-25,356.66,357.22,356.09,356.65,35975554
2021-03-26,357.66,357.95,357.37,357.66,36961205
2021-03-29,358.62,358.62,358.61,358.61,37700567
2021-03-30,359.50,359.78,359.21,359.50,38209845
2021-03-31,360.29,360.85,359.73,360.29,38519551
2021-04-01,360.98,361.80,360.17,360.98,38672604
2021-04-02,361.56,362.59,360.52,361.56,38721662
2021-04-05,362.00,363.22,360.78,362.00,39274148
2021-04-06,362.30,363.65,360.95,362.30,41252915
2021-04-07,362.45,363.89,361.02,362.46,43153781
2021-04-08,362.45,363.92,361.00,362.47,34920735
2021-04-09,362.31,363.74,360.90,362.33,36506092
2021-04-12,362.02,363.36,360.70,362.04,37873457
2021-04-13,361.59,362.79,360.42,361.62,38999990
2021-04-14,361.04,362.05,360.06,361.07,39877822
2021-04-15,360.37,361.15,359.63,360.40,40514550
2021-04-16,359.61,360.12,359.12,359.64,40932761
2021-04-19,358.76,359.00,358.55,358.79,41168626
2021-04-20,357.85,357.97,357.77,357.89,41269657
2021-04-21,356.90,357.30,356.53,356.94,41291747
2021-04-22,355.92,356.60,355.30,355.97,32704302
2021-04-23,354.95,355.87,354.09,355.00,34656562
2021-04-26,354.01,355.13,352.94,354.06,36505824
2021-04-27,353.10,354.39,351.87,353.16,38199287
2021-04-28,352.27,353.67,350.93,352.33,39693833
2021-04-29,351.51,352.97,350.12,351.57,40958715
2021-04-30,350.86,352.32,349.46,350.92,41977463
2021-05-03,350.32,351.73,348.98,350.39,42748911
2021-05-04,349.91,351.22,348.67,349.98,43287271
2021-05-05,349.64,350.80,348.56,349.72,43621244
2021-05-06,349.52,350.48,348.63,349.60,33792240
2021-05-07,349.55,350.28,348.90,349.63,33851804
2021-05-10,349.74,350.21,349.34,349.82,34141593
2021-05-11,350.08,350.28,349.96,350.16,36126187
2021-05-12,350.57,350.81,350.41,350.66,38040760
2021-05-13,351.20,351.73,350.77,351.29,39828448
2021-05-14,351.97,352.76,351.28,352.07,41440277
2021-05-17,352.87,353.89,351.95,352.97,42838207
2021-05-18,353.88,355.10,352.76,353.97,43997495
2021-05-19,354.98,356.35,353.70,355.08,44908238
2021-05-20,356.16,357.64,354.78,356.26,35575986
2021-05-21,357.39,358.92,355.97,357.50,36021397
2021-05-24,358.66,360.19,357.24,358.77,36278951
2021-05-25,359.95,361.41,358.59,360.06,36394812
2021-05-26,361.23,362.57,359.99,361.34,36423950
2021-05-27,362.48,363.65,361.41,362.58,37573271
2021-05-28,363.67,364.64,362.82,363.78,39534849
2021-05-31,364.80,365.51,364.19,364.90,41400998
2021-06-01,365.83,366.27,365.50,365.94,43117864
2021-06-02,366.75,366.90,366.71,366.86,44640876
2021-06-03,367.54,367.90,367.29,367.65,35937517
2021-06-04,368.20,368.84,367.66,368.31,36989341
2021-06-07,368.70,369.61,367.90,368.81,37793128
2021-06-08,369.05,370.19,368.02,369.16,38361076
2021-06-09,369.24,370.57,368.02,369.35,38720049
2021-06-10,369.27,370.74,367.91,369.38,38909903
2021-06-11,369.15,370.70,367.70,369.25,38981007
2021-06-14,368.87,370.45,367.40,368.97,39008881
2021-06-15,368.46,370.00,367.01,368.56,40998218
2021-06-16,367.91,369.36,366.56,368.01,42925491
2021-06-17,367.26,368.56,366.04,367.35,34733046
2021-06-18,366.50,367.62,365.48,366.60,36370674
2021-06-21,365.68,366.56,364.89,365.77,37798729
2021-06-22,364.80,365.41,364.27,364.88,38990598
2021-06-23,363.88,364.21,363.64,363.97,39934350
2021-06-24,362.96,363.08,362.91,363.04,40633484
2021-06-25,362.04,362.45,361.71,362.12,41106705
2021-06-28,361.16,361.84,360.56,361.24,41386767
2021-06-29,360.33,361.25,359.48,360.40,41518430
2021-06-30,359.58,360.71,358.51,359.64,41555685
2021-07-01,358.91,360.21,357.68,358.97,32441608
2021-07-02,358.35,359.76,357.00,358.41,34411446
2021-07-05,357.91,359.38,356.49,357.97,36293527
2021-07-06,357.60,359.08,356.17,357.65,38033007
2021-07-07,357.42,358.86,356.04,357.48,39583910
2021-07-08,357.39,358.72,356.11,357.44,40911983
2021-07-09,357.51,358.68,356.38,357.55,41996827
2021-07-12,357.77,358.75,356.84,357.81,42833168
2021-07-13,358.18,358.91,357.48,358.21,43431181
2021-07-14,358.72,359.19,358.28,358.75,43815860
2021-07-15,359.38,359.57,359.22,359.41,34025462
2021-07-16,360.16,360.32,360.04,360.19,34109131
2021-07-19,361.05,361.48,360.64,361.07,34123839
2021-07-20,362.02,362.72,361.34,362.04,35869151
2021-07-21,363.05,364.00,362.13,363.07,37808103
2021-07-22,364.14,365.28,363.01,364.15,39634635
2021-07-23,365.25,366.55,363.95,365.26,41297359
2021-07-26,366.36,367.78,364.96,366.37,42755069
2021-07-27,367.46,368.93,366.00,367.47,43979307
2021-07-28,368.52,369.99,367.06,368.52,44956130
2021-07-29,369.52,370.92,368.12,369.52,35686981
2021-07-30,370.44,371.72,369.15,370.43,36188593
2021-08-02,371.25,372.37,370.13,371.25,36491954
2021-08-03,371.95,372.85,371.04,371.94,36640377
2021-08-04,372.52,373.17,371.86,372.51,36686809
2021-08-05,372.94,373.31,372.55,372.93,37309460
2021-08-06,373.20,373.28,373.11,373.19,39286489
2021-08-09,373.31,373.53,373.08,373.30,41183531
2021-08-10,373.25,373.76,372.73,373.24,42944811
2021-08-11,373.04,373.81,372.24,373.02,44522997
2021-08-12,372.66,373.68,371.63,372.65,35882141
2021-08-13,372.14,373.35,370.91,372.12,36999911
2021-08-16,371.48,372.83,370.10,371.46,37868987
2021-08-17,370.69,372.14,369.23,370.67,38497507
2021-08-18,369.80,371.28,368.30,369.78,38908570
2021-08-19,368.81,370.26,367.34,368.79,39138791
2021-08-20,367.76,369.13,366.37,367.74,39236033
2021-08-23,366.66,367.89,365.41,366.64,39256424
2021-08-24,365.53,366.57,364.47,365.51,40739126
2021-08-25,364.40,365.22,363.57,364.38,42688723
2021-08-26,363.29,363.85,362.72,363.28,34533323
2021-08-27,362.23,362.50,361.93,362.21,36220413
2021-08-30,361.22,361.23,361.20,361.21,37707274
2021-08-31,360.30,360.60,360.00,360.29,38963634
2021-09-01,359.49,360.05,358.91,359.48,39973554
2021-09-02,358.78,359.60,357.96,358.78,40736418
2021-09-03,358.21,359.25,357.18,358.21,41266970
2021-09-06,357.78,358.99,356.57,357.78,41594397
2021-09-07,357.51,358.84,356.17,357.51,41760517
2021-09-08,357.38,358.79,355.97,357.38,41817177
2021-09-09,357.42,358.85,355.99,357.42,32176970
2021-09-10,357.61,359.01,356.22,357.62,34160115
2021-09-13,357.96,359.26,356.66,357.97,36071130
2021-09-14,358.45,359.62,357.30,358.46,37853372
2021-09-15,359.08,360.06,358.12,359.10,39458205
2021-09-16,359.85,360.60,359.11,359.87,40848024
2021-09-17,360.72,361.22,360.25,360.75,41998591
2021-09-20,361.70,361.92,361.50,361.72,42900545
2021-09-21,362.75,362.88,362.66,362.78,43559982
2021-09-22,363.87,364.28,363.49,363.90,43998076
2021-09-23,365.02,365.71,364.37,365.06,34249765
2021-09-24,366.20,367.14,365.29,366.24,34361574
2021-09-27,367.36,368.53,366.25,367.41,34388727
2021-09-28,368.51,369.84,367.22,368.55,35608288
2021-09-29,369.60,371.06,368.19,369.65,37567484
2021-09-30,370.62,372.15,369.15,370.68,39429221
2021-10-01,371.56,373.10,370.08,371.62,41139921
2021-10-04,372.39,373.88,370.96,372.45,42655396
2021-10-05,373.10,374.48,371.78,373.16,43943596
2021-10-06,373.67,374.89,372.52,373.74,44986602
2021-10-07,374.10,375.11,373.17,374.18,35781741
2021-10-08,374.38,375.15,373.70,374.46,36341749
2021-10-11,374.51,375.00,374.10,374.59,36693984
2021-10-12,374.49,374.68,374.37,374.57,36878719
2021-10-13,374.31,374.58,374.13,374.40,36946645
2021-10-14,373.99,374.56,373.52,374.08,37044286
2021-10-15,373.54,374.38,372.79,373.63,39032464
2021-10-18,372.97,374.05,371.98,373.06,40956449
2021-10-19,372.29,373.58,371.11,372.39,42758791
2021-10-20,371.53,372.97,370.19,371.63,44389605
2021-10-21,370.71,372.24,369.27,370.81,35809670
2021-10-22,369.83,371.41,368.36,369.94,36992868
2021-10-25,368.94,370.50,367.48,369.04,37927808
2021-10-26,368.04,369.53,366.66,368.14,38618537
2021-10-27,367.16,368.52,365.91,367.27,39084282
2021-10-28,366.33,367.50,365.26,366.43,39358262
2021-10-29,365.55,366.51,364.71,365.66,39485616
2021-11-01,364.86,365.57,364.27,364.97,39520602
2021-11-02,364.27,364.70,363.96,364.38,40476780
2021-11-03,363.80,363.93,363.77,363.91,42444519
2021-11-04,363.45,363.82,363.19,363.56,34322444
2021-11-05,363.24,363.89,362.70,363.35,36055971
2021-11-08,363.18,364.09,362.39,363.29,37599493
2021-11-09,363.28,364.41,362.25,363.39,38919216
2021-11-10,363.52,364.84,362.31,363.63,39995260
2021-11-11,363.92,365.38,362.58,364.03,40822899
2021-11-12,364.47,366.01,363.04,364.58,41412848
2021-11-15,365.17,366.73,363.71,365.27,41790603
2021-11-16,366.00,367.53,364.56,366.10,41994852
2021-11-17,366.95,368.40,365.60,367.05,42075071
2021-11-18,368.00,369.31,366.80,368.10,32088446
2021-11-19,369.15,370.27,368.13,369.25,33903676
2021-11-22,370.37,371.25,369.58,370.47,35839613
2021-11-23,371.64,372.26,371.11,371.73,37661172
2021-11-24,372.94,373.27,372.70,373.03,39317273
2021-11-25,374.24,374.39,374.18,374.33,40767121
2021-11-26,375.53,375.98,375.17,375.62,41982747
2021-11-29,376.78,377.51,376.14,376.87,42950746
2021-11-30,377.97,378.95,377.06,378.05,43673107
2021-12-01,379.07,380.28,377.94,379.15,44167091
2021-12-02,380.07,381.46,378.76,380.15,34464161
2021-12-03,380.95,382.46,379.50,381.02,34608022
2021-12-06,381.68,383.27,380.17,381.76,34651903
2021-12-07,382.27,383.87,380.75,382.34,35344747
2021-12-08,382.70,384.24,381.22,382.76,37319963
2021-12-09,382.96,384.39,381.59,383.02,39213110
2021-12-10,383.04,384.31,381.84,383.10,40968657
2021-12-13,382.96,384.01,381.97,383.02,42539627
2021-12-14,382.71,383.50,381.98,382.76,43890520
2021-12-15,382.30,382.81,381.85,382.35,44999519
2021-12-16,381.75,381.95,381.59,381.79,35859848
2021-12-17,381.06,381.25,380.91,381.10,36480190
2021-12-20,380.25,380.73,379.80,380.28,36884150
2021-12-21,379.34,380.10,378.61,379.37,37108788
2021-12-22,378.35,379.35,377.38,378.38,37202312
2021-12-23,377.31,378.51,376.13,377.33,37221082
2021-12-24,376.23,377.59,374.89,376.25,38773893
